2024_Promise,Forecast,Similarity_Score,Historical_Match,Historical_Year,ROUGE_1,ROUGE_2,ROUGE_L,BERTScore_P,BERTScore_R,BERTScore_F1
"We will expand the Karmyogi Scheme to cover all Central Government employees, promoting a Institutional Reforms responsive, highly competent and tech-savvy workforce for efficient and inclusive governance. responsive, highly competent and tech-savvy workforce for efficient and inclusive governance. Combating Corruption Combating Corruption Modernising Police Forces Modernising Police Forces In contrast with the previous government, we have given transparent and accountable governance to",Low Confidence: Partial,0.5437,We will expand the Pradhan Mantri Shram Yogi Maandhan scheme,2019,0.13513513513513514,0.08333333333333333,0.13513513513513514,0.6799383,0.7998784,0.7350478
"In contrast with the previous government, we have given transparent and accountable governance to We will assist states in transforming the police into a tech-savvy, tech-trained and tech-equipped force",High Confidence: Partial,0.7274,"We will work with the states to empower Police with the authority, independence and resources. Facilitate training and capacity building of Police forces Modernize the police force, equipping them with the latest technology. Initiate the networking of police stations across the country for intelligence sharing and crime control. Develop specialized expertise in investigation; through continuous training, especially in evolving competencies. Strengthen Investigations, making them Swift, Transparent, Fair, Clear and Decisive - acting as an inescapable deterrent to wrong- doers and a protective shield to the innocent. Overhaul our intelligence set up, with special focus on coordination and integration of human and technological intel - comprehensively gearing it towards collecting real time, specific and actionable inputs.",2014,0.23448275862068968,0.05594405594405595,0.09655172413793105,0.7933391,0.75434935,0.7733531
"We will assist states in transforming the police into a tech-savvy, tech-trained and tech-equipped force",High Confidence: Partial,0.8064,"We will work with the states to empower Police with the authority, independence and resources. Facilitate training and capacity building of Police forces Modernize the police force, equipping them with the latest technology. Initiate the networking of police stations across the country for intelligence sharing and crime control. Develop specialized expertise in investigation; through continuous training, especially in evolving competencies. Strengthen Investigations, making them Swift, Transparent, Fair, Clear and Decisive - acting as an inescapable deterrent to wrong- doers and a protective shield to the innocent. Overhaul our intelligence set up, with special focus on coordination and integration of human and technological intel - comprehensively gearing it towards collecting real time, specific and actionable inputs.",2014,0.1679389312977099,0.046511627906976744,0.10687022900763359,0.80674165,0.74324006,0.77369004
our citizens. We will continue our fight against corruption through strict implementation of laws and use,Moderate Confidence: Unlikely,0.6143,Corruption at any level will be dealt with firmly and swiftly.,2014,0.2222222222222222,0.0,0.14814814814814814,0.74211836,0.76891464,0.7552789
"our citizens. We will continue our fight against corruption through strict implementation of laws and use through the Police Modernization Scheme. through the Police Modernization Scheme. of technology. of technology. Bringing Uniform Civil Code Bringing Uniform Civil Code Article 44 of the Constitution lists Uniform Civil Code as one of the Directive Principles of State Policy. Article 44 of the Constitution lists Uniform Civil Code as one of the Directive Principles of State Policy. BJP believes that there cannot be gender equality till such time Bharat adopts a Uniform Civil Code, BJP believes that there cannot be gender equality till such time Bharat adopts a Uniform Civil Code, which protects the rights of all women, and the BJP reiterates its stand to draw a Uniform Civil Code, which protects the rights of all women, and the BJP reiterates its stand to draw a Uniform Civil Code, drawing upon the best traditions and harmonising them with the modern times. drawing upon the best traditions and harmonising them with the modern times. 55",High Confidence: Partial,0.8146,"Article 44 of the constitution of India lists Uniform Civil Code as one of the Directive Principles of state policy. BJP believes that there cannot be gender equality till such time India adopts a Uniform Civil Code, which protects the rights of all women, and the BJP reiterates its stand to draft a Uniform Civil Code, drawing upon the best traditions and harmonizing them with the modern times.",2014,0.5355648535564853,0.48945147679324896,0.5355648535564853,0.85133433,0.90198535,0.8759282
We will take further steps to facilitate fiscal autonomy and sustainability of Panchayati Raj Institutions. Accelerating e-Courts on Mission Mode,Low Confidence: Partial,0.5395,Ensure fiscal autonomy of States while urging financial discipline.,2014,0.2,0.07142857142857144,0.2,0.7583755,0.8378797,0.7961477
Formulating a National Litigation Policy We will accelerate the e-Courts Mission Mode Project to complete the digitisation of entire court records and for easy access to court proceedings online.,Moderate Confidence: Partial,0.6564,Achieve complete digitisation and modernisation of courts,2019,0.2702702702702703,0.0,0.21621621621621623,0.78022027,0.8624415,0.81927305
"We will formulate a National Litigation Policy to expedite the resolution of all matters in courts, lower the cost of contested court proceedings, and decrease the number of cases in which the government is Expedite the Resolution of Old Cases a party and the consequent load on the courts.",High Confidence: Partial,0.8314,"Implement the National Litigation Policy in letter and spirit to reduce average pendency time of cases. Review and reduce significantly the number of cases, in which the Government is a litigant in the next five years.",2014,0.49411764705882355,0.24096385542168672,0.39999999999999997,0.8418609,0.8390892,0.84047276
We will establish fast track courts for quick disposal of pendency in identified areas. Initiating Reforms in the Civil Procedures Creation of Ecosystem for Alternate Dispute Resolution,Moderate Confidence: Partial,0.6826,"Accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies Opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary.",2014,0.2153846153846154,0.031746031746031744,0.15384615384615383,0.8205807,0.806481,0.81346977
"We will completely overhaul the commercial and civil justice systems, on the lines of criminal justice",Moderate Confidence: Highly Likely,0.678,"Reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject.",2014,0.4186046511627907,0.0975609756097561,0.2325581395348837,0.798257,0.75766104,0.7774294
